id,title,category,date,type,longitude,latitude,geometry_count
EONET_3429,"Oaxaca, Mexico Earthquake M7.2",Earthquakes,2018-02-16T23:39:42Z,Point,-97.653,16.646,1
EONET_3287,"Puebla, Mexico M 7.1 Earthquake",Earthquakes,2017-09-19T00:00:00Z,Point,-98.399,18.584,1
EONET_3276,"Pijijiapan, Mexico M 8.1 Earthquake",Earthquakes,2017-09-08T00:00:00Z,Point,-93.715,15.068,1
EONET_4023,"Montana Floods, May 2018",Floods,2018-05-01T00:00:00Z,Polygon,-110.658203125,46.16101064153322,1
EONET_3477,"Kauai, Hawaii Flooding",Floods,2018-04-14T00:00:00Z,Point,-159.5,22.02,1
EONET_3435,Central U.S. Floods,Floods,2018-02-20T00:00:00Z,Polygon,-91.0673828125,36.50453138699034,1
EONET_2836,Southern Honduras Floods,Floods,2017-06-10T00:00:00Z,Point,-87.32429,13.33121,1
EONET_2791,"Montreal, Canada Flooding",Floods,2017-05-06T00:00:00Z,Point,-73.57909617187494,45.50894715282189,1
EONET_2784,Flooding in U.S. Midwest,Floods,2017-04-29T00:00:00Z,Polygon,-90.4345703125,33.55091354991938,1
EONET_2782,Flooding in Haiti and Dominican Republic,Floods,2017-04-20T00:00:00Z,Polygon,-71.9072265625,18.730012456480107,1
EONET_2559,"Louisiana Floods, August 2016",Floods,2016-08-12T00:00:00Z,Polygon,-91.69140625,30.042210720190234,1
EONET_456,"West Virginia Flooding, June 2016",Floods,2016-06-20T00:00:00Z,Polygon,-80.90283203125,37.91588573832861,1
EONET_418,"East Texas Flooding, May-June 2016",Floods,2016-05-25T00:00:00Z,Polygon,-95.55859375,29.899471836618698,1
EONET_368,"Flooding in Houston, Texas",Floods,2016-04-17T00:00:00Z,Polygon,-95.446533203125,29.672526603835074,1
EONET_258,"Midwest U.S. Floods, January 2016",Floods,2015-12-26T00:00:00Z,Polygon,-90.53125,34.74373390434106,1
EONET_244,"U.S. Pacific Northwest Flooding, December 2015",Floods,2015-12-07T00:00:00Z,Polygon,-123.47265625,45.38806771378845,1
EONET_213,South Carolina Floods,Floods,2015-10-02T00:00:00Z,Polygon,-81.337890625,33.53274215637545,1
EONET_51,"Costa Rica Flooding, June 2015",Floods,2015-06-24T00:00:00Z,Polygon,-83.55004882812504,10.378606371013401,1
EONET_2,"Texas Flooding, May 2015",Floods,2015-05-13T00:00:00Z,Polygon,-97.38671875,30.96129391626305,1
EONET_3409,Connecticut River Ice Jams,Sea and Lake Ice,2018-01-18T00:00:00Z,Point,-72.40985870361328,41.389945964560695,1
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-14T21:00:00Z,Point,-83.5,15.9,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-15T03:00:00Z,Point,-84.5,15.8,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-15T09:00:00Z,Point,-85.1,16.0,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-15T15:00:00Z,Point,-86.0,16.1,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-15T21:00:00Z,Point,-86.2,16.2,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-16T03:00:00Z,Point,-86.3,16.2,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-16T09:00:00Z,Point,-86.3,16.1,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-16T15:00:00Z,Point,-86.5,16.3,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-16T21:00:00Z,Point,-87.0,16.4,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-17T03:00:00Z,Point,-87.3,16.5,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-17T09:00:00Z,Point,-87.8,16.8,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-17T15:00:00Z,Point,-88.4,17.1,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-17T21:00:00Z,Point,-89.5,17.8,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-18T03:00:00Z,Point,-90.7,18.1,15
EONET_11999,Tropical Storm Sara,Severe Storms,2024-11-18T09:00:00Z,Point,-91.5,19.0,15
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-04T21:00:00Z,Point,-76.7,15.5,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-05T03:00:00Z,Point,-77.2,16.3,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-05T09:00:00Z,Point,-78.0,17.0,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-05T15:00:00Z,Point,-78.6,17.8,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-05T21:00:00Z,Point,-79.6,19.1,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-06T03:00:00Z,Point,-80.4,19.7,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-06T09:00:00Z,Point,-81.3,20.6,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-06T15:00:00Z,Point,-81.9,21.4,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-06T21:00:00Z,Point,-82.7,22.6,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-07T03:00:00Z,Point,-83.6,23.5,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-07T09:00:00Z,Point,-84.6,24.2,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-07T15:00:00Z,Point,-85.2,24.5,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-07T21:00:00Z,Point,-86.2,24.7,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-08T03:00:00Z,Point,-87.1,24.6,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-08T06:00:00Z,Point,-87.5,24.7,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-08T09:00:00Z,Point,-88.0,24.5,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-08T15:00:00Z,Point,-88.8,24.5,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-08T21:00:00Z,Point,-89.7,24.6,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-09T03:00:00Z,Point,-89.9,24.8,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-09T09:00:00Z,Point,-90.8,25.0,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-09T15:00:00Z,Point,-91.5,25.2,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-09T21:00:00Z,Point,-91.7,25.5,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-10T03:00:00Z,Point,-91.7,25.7,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-10T09:00:00Z,Point,-91.8,26.1,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-10T15:00:00Z,Point,-91.9,26.3,26
EONET_11899,Tropical Storm Rafael,Severe Storms,2024-11-10T21:00:00Z,Point,-91.3,26.1,26
EONET_11896,Tropical Cyclone Lane,Severe Storms,2024-11-02T06:00:00Z,Point,-129.2,11.1,6
EONET_11896,Tropical Cyclone Lane,Severe Storms,2024-11-02T12:00:00Z,Point,-129.7,11.2,6
EONET_11896,Tropical Cyclone Lane,Severe Storms,2024-11-02T18:00:00Z,Point,-130.0,11.3,6
EONET_11896,Tropical Cyclone Lane,Severe Storms,2024-11-03T00:00:00Z,Point,-130.3,11.3,6
EONET_11896,Tropical Cyclone Lane,Severe Storms,2024-11-03T06:00:00Z,Point,-130.7,11.2,6
EONET_11896,Tropical Cyclone Lane,Severe Storms,2024-11-03T12:00:00Z,Point,-131.6,11.1,6
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-21T18:00:00Z,Point,-101.4,13.4,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-21T21:00:00Z,Point,-102.0,13.5,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-22T00:00:00Z,Point,-102.7,13.7,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-22T06:00:00Z,Point,-104.0,14.1,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-22T12:00:00Z,Point,-106.0,14.5,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-22T18:00:00Z,Point,-107.7,14.6,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-23T00:00:00Z,Point,-109.2,14.7,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-23T06:00:00Z,Point,-111.1,14.5,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-23T12:00:00Z,Point,-113.0,14.4,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-23T18:00:00Z,Point,-114.7,14.1,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-24T00:00:00Z,Point,-116.4,14.2,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-24T06:00:00Z,Point,-118.2,14.1,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-24T12:00:00Z,Point,-119.7,14.0,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-24T18:00:00Z,Point,-121.0,14.1,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-25T00:00:00Z,Point,-122.2,14.4,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-25T06:00:00Z,Point,-123.4,14.9,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-25T12:00:00Z,Point,-124.3,15.5,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-25T18:00:00Z,Point,-125.4,16.4,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-26T00:00:00Z,Point,-126.4,17.1,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-26T06:00:00Z,Point,-127.2,18.1,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-26T12:00:00Z,Point,-128.1,19.2,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-26T18:00:00Z,Point,-128.9,20.2,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-27T00:00:00Z,Point,-129.3,21.1,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-27T06:00:00Z,Point,-129.5,21.7,25
EONET_11729,Hurricane Kristy,Severe Storms,2024-10-27T12:00:00Z,Point,-129.6,22.5,25
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-19T15:00:00Z,Point,-70.2,21.3,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-19T18:00:00Z,Point,-70.6,21.4,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-19T21:00:00Z,Point,-71.1,21.4,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-20T03:00:00Z,Point,-72.2,21.3,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-20T09:00:00Z,Point,-73.1,21.1,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-20T15:00:00Z,Point,-73.9,20.7,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-20T21:00:00Z,Point,-74.3,20.5,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-21T03:00:00Z,Point,-74.6,20.3,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-21T09:00:00Z,Point,-75.1,20.2,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-21T15:00:00Z,Point,-75.4,20.3,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-21T21:00:00Z,Point,-76.1,21.0,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-22T03:00:00Z,Point,-75.4,21.8,13
EONET_11727,Tropical Storm Oscar,Severe Storms,2024-10-22T09:00:00Z,Point,-74.8,22.7,13
EONET_11726,Tropical Storm Nadine,Severe Storms,2024-10-19T09:00:00Z,Point,-87.1,17.4,6
EONET_11726,Tropical Storm Nadine,Severe Storms,2024-10-19T15:00:00Z,Point,-87.9,17.3,6
EONET_11726,Tropical Storm Nadine,Severe Storms,2024-10-19T21:00:00Z,Point,-89.4,17.4,6
EONET_11726,Tropical Storm Nadine,Severe Storms,2024-10-20T03:00:00Z,Point,-90.6,17.2,6
EONET_11726,Tropical Storm Nadine,Severe Storms,2024-10-20T09:00:00Z,Point,-91.8,16.8,6
EONET_11726,Tropical Storm Nadine,Severe Storms,2024-10-20T15:00:00Z,Point,-93.0,16.5,6
EONET_11632,Tropical Storm Barijat,Severe Storms,2024-10-10T00:00:00Z,Point,150.2,32.6,2
EONET_11632,Tropical Storm Barijat,Severe Storms,2024-10-10T06:00:00Z,Point,-150.9,34.8,2
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-05T05:00:00Z,Point,-95.5,22.7,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-06T03:00:00Z,Point,-95.1,22.9,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-06T09:00:00Z,Point,-94.9,23.0,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-06T15:00:00Z,Point,-94.4,22.4,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-06T21:00:00Z,Point,-93.8,22.4,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-07T03:00:00Z,Point,-93.1,22.4,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-07T09:00:00Z,Point,-92.6,22.1,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-07T12:00:00Z,Point,-92.2,21.8,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-07T15:00:00Z,Point,-91.7,21.7,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-07T21:00:00Z,Point,-90.8,21.8,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-08T03:00:00Z,Point,-89.9,21.8,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-08T09:00:00Z,Point,-88.9,22.3,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-08T15:00:00Z,Point,-88.4,22.7,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-08T21:00:00Z,Point,-87.5,22.7,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-09T03:00:00Z,Point,-86.5,23.4,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-09T09:00:00Z,Point,-85.4,24.5,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-09T15:00:00Z,Point,-84.3,25.8,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-09T21:00:00Z,Point,-83.4,26.9,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-10T03:00:00Z,Point,-82.0,27.6,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-10T09:00:00Z,Point,-80.5,28.5,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-10T15:00:00Z,Point,-78.5,29.1,22
EONET_11536,Tropical Storm Milton,Severe Storms,2024-10-10T21:00:00Z,Point,-76.3,29.5,22
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-03T03:00:00Z,Point,-30.1,10.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-03T09:00:00Z,Point,-30.5,10.3,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-03T15:00:00Z,Point,-30.8,10.1,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-03T21:00:00Z,Point,-31.5,10.1,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-04T03:00:00Z,Point,-32.0,10.0,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-04T09:00:00Z,Point,-32.5,9.8,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-04T15:00:00Z,Point,-33.0,10.0,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-04T21:00:00Z,Point,-33.6,10.3,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-05T03:00:00Z,Point,-34.2,10.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-05T09:00:00Z,Point,-34.8,10.7,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-05T15:00:00Z,Point,-35.4,11.1,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-05T21:00:00Z,Point,-36.0,11.6,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-06T03:00:00Z,Point,-36.9,12.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-06T09:00:00Z,Point,-37.3,12.9,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-06T15:00:00Z,Point,-37.9,13.3,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-06T21:00:00Z,Point,-38.6,14.0,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-07T03:00:00Z,Point,-39.4,15.0,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-07T09:00:00Z,Point,-40.4,15.6,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-07T15:00:00Z,Point,-41.2,16.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-07T21:00:00Z,Point,-42.1,17.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-08T03:00:00Z,Point,-43.5,18.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-08T09:00:00Z,Point,-44.2,18.8,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-08T15:00:00Z,Point,-45.6,19.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-08T21:00:00Z,Point,-46.4,20.0,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-09T03:00:00Z,Point,-47.0,20.7,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-09T09:00:00Z,Point,-47.8,21.2,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-09T15:00:00Z,Point,-48.4,21.7,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-09T21:00:00Z,Point,-49.0,22.2,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-10T03:00:00Z,Point,-49.3,22.6,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-10T09:00:00Z,Point,-49.8,22.9,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-10T15:00:00Z,Point,-50.4,23.2,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-10T21:00:00Z,Point,-50.9,23.9,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-11T03:00:00Z,Point,-51.2,24.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-11T09:00:00Z,Point,-50.8,25.5,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-11T15:00:00Z,Point,-50.5,26.4,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-11T21:00:00Z,Point,-49.4,27.6,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-12T03:00:00Z,Point,-47.9,29.3,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-12T09:00:00Z,Point,-45.9,31.3,39
EONET_11475,Hurricane Leslie,Severe Storms,2024-10-12T15:00:00Z,Point,-43.4,33.3,39
EONET_11409,Hurricane Kirk,Severe Storms,2024-09-30T15:00:00Z,Point,-34.8,13.5,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-09-30T21:00:00Z,Point,-35.7,13.6,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-01T03:00:00Z,Point,-36.8,14.4,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-01T09:00:00Z,Point,-38.0,14.9,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-01T15:00:00Z,Point,-39.2,15.3,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-01T21:00:00Z,Point,-40.1,16.2,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-02T03:00:00Z,Point,-40.8,16.7,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-02T09:00:00Z,Point,-42.1,17.5,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-02T15:00:00Z,Point,-43.0,18.0,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-02T21:00:00Z,Point,-44.0,18.9,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-03T00:00:00Z,Point,-44.3,19.3,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-03T03:00:00Z,Point,-44.5,19.5,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-03T09:00:00Z,Point,-45.0,20.0,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-03T15:00:00Z,Point,-45.9,20.4,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-03T21:00:00Z,Point,-46.7,21.1,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-04T03:00:00Z,Point,-47.5,21.5,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-04T09:00:00Z,Point,-48.1,22.3,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-04T15:00:00Z,Point,-48.9,23.0,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-04T21:00:00Z,Point,-49.4,23.7,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-05T03:00:00Z,Point,-49.8,25.0,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-05T09:00:00Z,Point,-50.2,26.2,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-05T15:00:00Z,Point,-50.3,27.6,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-05T21:00:00Z,Point,-50.0,29.6,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-06T03:00:00Z,Point,-49.3,31.3,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-06T09:00:00Z,Point,-49.0,33.5,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-06T15:00:00Z,Point,-47.7,35.6,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-06T21:00:00Z,Point,-46.2,37.0,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-07T03:00:00Z,Point,-43.6,38.6,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-07T09:00:00Z,Point,-41.0,40.2,30
EONET_11409,Hurricane Kirk,Severe Storms,2024-10-07T15:00:00Z,Point,-38.4,41.7,30
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-26T03:00:00Z,Point,-54.1,37.1,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-26T09:00:00Z,Point,-52.8,37.1,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-26T15:00:00Z,Point,-51.7,37.3,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-26T21:00:00Z,Point,-50.6,37.5,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-27T03:00:00Z,Point,-49.8,37.1,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-27T09:00:00Z,Point,-48.5,37.0,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-27T15:00:00Z,Point,-46.8,37.4,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-27T21:00:00Z,Point,-45.3,37.8,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-28T03:00:00Z,Point,-43.4,38.2,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-28T09:00:00Z,Point,-41.3,39.3,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-28T15:00:00Z,Point,-39.7,40.2,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-28T21:00:00Z,Point,-38.4,41.3,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-29T03:00:00Z,Point,-37.6,42.1,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-29T09:00:00Z,Point,-36.5,42.6,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-29T15:00:00Z,Point,-35.6,43.2,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-29T21:00:00Z,Point,-34.7,43.8,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-30T03:00:00Z,Point,-32.8,44.4,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-30T09:00:00Z,Point,-31.3,44.7,19
EONET_11324,Hurricane Isaac,Severe Storms,2024-09-30T15:00:00Z,Point,-29.1,44.8,19
EONET_11304,Hurricane Helene,Severe Storms,2024-09-24T15:00:00Z,Point,-84.3,19.5,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-24T21:00:00Z,Point,-84.7,19.7,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-25T03:00:00Z,Point,-85.5,19.9,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-25T09:00:00Z,Point,-86.2,20.7,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-25T15:00:00Z,Point,-86.3,21.6,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-25T21:00:00Z,Point,-86.6,22.5,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-26T03:00:00Z,Point,-86.6,23.1,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-26T09:00:00Z,Point,-86.2,24.2,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-26T15:00:00Z,Point,-85.5,25.5,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-26T21:00:00Z,Point,-84.6,27.9,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-27T03:00:00Z,Point,-83.9,29.9,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-27T09:00:00Z,Point,-83.0,32.8,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-27T15:00:00Z,Point,-83.8,35.1,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-27T21:00:00Z,Point,-85.5,37.5,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-28T03:00:00Z,Point,-87.0,38.0,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-28T09:00:00Z,Point,-87.9,37.3,17
EONET_11304,Hurricane Helene,Severe Storms,2024-09-28T15:00:00Z,Point,-87.4,36.6,17
EONET_11265,Hurricane John,Severe Storms,2024-09-23T00:00:00Z,Point,-98.6,14.0,20
EONET_11265,Hurricane John,Severe Storms,2024-09-23T06:00:00Z,Point,-98.5,14.2,20
EONET_11265,Hurricane John,Severe Storms,2024-09-23T12:00:00Z,Point,-98.6,14.6,20
EONET_11265,Hurricane John,Severe Storms,2024-09-23T18:00:00Z,Point,-98.4,15.2,20
EONET_11265,Hurricane John,Severe Storms,2024-09-24T00:00:00Z,Point,-98.6,15.9,20
EONET_11265,Hurricane John,Severe Storms,2024-09-24T06:00:00Z,Point,-99.3,16.9,20
EONET_11265,Hurricane John,Severe Storms,2024-09-24T12:00:00Z,Point,-100.3,17.7,20
EONET_11265,Hurricane John,Severe Storms,2024-09-24T18:00:00Z,Point,-100.7,17.4,20
EONET_11265,Hurricane John,Severe Storms,2024-09-25T00:00:00Z,Point,-101.0,17.1,20
EONET_11265,Hurricane John,Severe Storms,2024-09-25T06:00:00Z,Point,-101.3,16.8,20
EONET_11265,Hurricane John,Severe Storms,2024-09-25T12:00:00Z,Point,-101.5,16.2,20
EONET_11265,Hurricane John,Severe Storms,2024-09-25T18:00:00Z,Point,-101.5,16.7,20
EONET_11265,Hurricane John,Severe Storms,2024-09-26T00:00:00Z,Point,-102.0,16.9,20
EONET_11265,Hurricane John,Severe Storms,2024-09-26T06:00:00Z,Point,-102.3,17.0,20
EONET_11265,Hurricane John,Severe Storms,2024-09-26T12:00:00Z,Point,-102.6,17.4,20
EONET_11265,Hurricane John,Severe Storms,2024-09-26T18:00:00Z,Point,-102.7,17.5,20
EONET_11265,Hurricane John,Severe Storms,2024-09-27T00:00:00Z,Point,-103.1,17.8,20
EONET_11265,Hurricane John,Severe Storms,2024-09-27T06:00:00Z,Point,-103.0,17.6,20
